Common_name,Scientific_name,Set,Color,Power_text,Flavor_text,Predator,Flocking,Bonus_card,Victory_points,Nest_type,Egg_limit,Wingspan,Forest,Grassland,Wetland,Invertebrate,Seed,Fish,Fruit,Rodent,Nectar,Wild_food,food_cost_flexible,food_cost_paid_by_cards,Total_food_cost,Swift_Start,North_America,Central_America,South_America,Europe,Asia,Africa,Oceania,Anatomist,Cartographer,Historian,Photographer,Backyard_Birder,Bird_Bander,Bird_Counter,Bird_Feeder,Diet_Specialist,Enclosure_Builder,Endangered_Species_Protector,Falconer,Fishery_Manager,Food_Web_Expert,Forester,Large_Bird_Specialist,Nest_Box_Builder,Omnivore_Expert,Passerine_Specialist,Platform_Builder,Prairie_Manager,Rodentologist,Small_Clutch_Specialist,Viticulturalist,Wetland_Scientist,Wildlife_Gardener
Eurasian Jay,Garrulus glandarius,european,brown,Steal 1 [seed] from another player's supply and cache it on this bird. They gain 1 [die] from the birdfeeder.,These birds plan for future needs by hoarding acorns for winter.,FALSE,FALSE,FALSE,4,bowl,3,56,TRUE,FALSE,FALSE,1,1,0,0,0,0,1,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Eurasian Kestrel,Falco tinnunculus,asia,brown,"Roll any 3 [die]. If you roll at least 1 [rodent], cache 1 [rodent] on this bird.","While looking for mice and similar prey, kestrels hover by flying into the wind or by using ridge lift.",TRUE,FALSE,FALSE,3,cavity,3,68,TRUE,TRUE,TRUE,0,0,0,0,1,0,0,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Eurasian Magpie,Pica pica,european,teal,"Choose 1 other player. For each action cube on their [grassland], cache 1 [wild] from the supply on any of your birds.","These birds are considered to have very high intelligence, similar to great apes.",FALSE,FALSE,FALSE,1,platform,3,56,FALSE,TRUE,FALSE,1,0,0,0,0,0,1,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Eurasian Marsh-Harrier,Circus aeruginosus,asia,brown,"Up to 3 times, draw 1 [card] from the deck. When you stop, if the birds' total wingspan is less than 110 cm, tuck them behind this bird. If not, discard them.","Harriers perform ""sky dances"" in which they show off for mates by swooping, tumbling, and diving.",TRUE,FALSE,FALSE,2,platform,3,130,FALSE,FALSE,TRUE,0,0,0,0,1,0,0,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Eurasian Nutcracker,Nucifraga caryocatactes,european,brown,Choose 1-5 birds in your [forest]. Cache 1 [seed] from your supply on each.,Nutcrackers have been observed traveling as far as 32 km to cache seeds.,FALSE,FALSE,FALSE,5,bowl,2,55,TRUE,FALSE,FALSE,0,1,0,0,0,0,0,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Eurasian Nuthatch,Sitta europaea,european,brown,"Gain 1 [seed] from the supply and cache it on this card. At any time, you may spend [seed] cached on this card.",These birds will often recycle old woodpecker holes as nesting sites.,FALSE,FALSE,FALSE,3,cavity,3,25,TRUE,FALSE,FALSE,1,1,0,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Eurasian Sparrowhawk,Accipiter nisus,european,white,"For each [rodent] in this bird's cost, you may pay 1 [card] from your hand instead. If you do, tuck the paid [card] behind this card.",Sparrowhawk populations declined with the introduction of agricultural insecticides.,TRUE,FALSE,FALSE,4,platform,2,65,TRUE,FALSE,FALSE,0,0,0,0,1,0,0,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Eurasian Tree Sparrow,Passer montanus,european,pink,"When another player takes the ""gain food"" action, gain 1 [seed] from the birdfeeder at the end of their turn.",A traditional Japanese dance was inspired by the fluttering of the tree sparrow.,FALSE,FALSE,FALSE,3,cavity,4,21,TRUE,TRUE,FALSE,1,1,0,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Eurasian Treecreeper,Certhia familiaris,asia,teal,"For every 3 [egg] in your [forest], gain 1 [invertebrate] or [seed] from the supply. You may cache up to 2 of them on this bird.","Treecreepers forage by hopping up tree trunks, then fluttering down to the base of the next tree.",FALSE,FALSE,FALSE,0,bowl,3,20,TRUE,FALSE,FALSE,1,1,0,0,0,0,0,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
European Bee-Eater,Merops apiaster,european,brown,"Reset the birdfeeder. If you do, gain 1 [invertebrate] from the birdfeeder after resetting.",Honeybees make up approximately three-quarters of this bird’s diet.,FALSE,FALSE,FALSE,3,cavity,3,38,FALSE,TRUE,FALSE,2,0,0,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
European Goldfinch,Carduelis carduelis,european,pink,"When another player tucks a [card] for any reason, tuck 1 [card] from the deck behind this bird.",This goldfinch is depicted in hundreds of Italian Renaissance paintings.,FALSE,TRUE,FALSE,6,bowl,4,23,TRUE,TRUE,FALSE,0,2,0,1,0,0,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
European Honey Buzzard,Pernis apivorus,european,teal,"Reset the birdfeeder. If you do, gain all [invertebrate] in the birdfeeder after resetting.",This species possesses long toes and claws to rake and excavate wasp nests.,FALSE,FALSE,FALSE,4,platform,1,134,TRUE,FALSE,FALSE,1,0,0,0,0,0,1,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
European Robin,Erithacus rubecula,european,brown,"From the supply, gain 1 food of a type you already gained this turn.",Folklore says the bad or good fortune you bring to a robin will come back to you.,FALSE,FALSE,FALSE,4,bowl,4,22,TRUE,FALSE,FALSE,1,1,0,1,0,0,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
European Roller,Coracias garrulus,european,white,"Place this bird sideways, so that it covers 2 [grassland] spaces. Pay the lower egg cost.",European roller chicks will vomit on themselves to deter nearby predators.,FALSE,FALSE,FALSE,3,cavity,2,70,FALSE,TRUE,FALSE,1,0,0,0,1,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
European Turtle Dove,Streptopelia turtur,european,white,"Draw 1 new bonus card. Then gain 1 [die] from the birdfeeder, lay 1 [egg] on any bird, or draw 1 [card].",Turtle doves are a symbol of love in the Song of Solomon and the 12 Days of Christmas.,FALSE,FALSE,TRUE,4,platform,1,51,TRUE,TRUE,TRUE,0,2,0,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Ferruginous Hawk,Buteo regalis,core,brown,"Roll all dice not in birdfeeder. If any are [rodent], cache 1 [rodent] from the supply on this bird.",These rust-colored birds sometimes hunt in groups in prairie dog towns.,TRUE,FALSE,FALSE,6,platform,2,142,FALSE,TRUE,FALSE,0,0,0,0,2,0,0,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Fire-Fronted Serin,Serinus pusillus,asia,teal,Lay 1 [egg] on this bird for each bird to its left in this row.,"In courtship, the males of this species raise up the red feathers on their head to show them off.",FALSE,FALSE,FALSE,1,bowl,4,21,TRUE,TRUE,FALSE,0,1,0,1,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Fish Crow,Corvus ossifragus,core,brown,Discard 1 [egg] from any of your other birds to gain 1 [wild] from the supply.,"These birds may eat more fish than other crows, but they're actually omnivores.",FALSE,FALSE,FALSE,6,platform,2,91,TRUE,TRUE,TRUE,0,0,1,0,0,0,1,FALSE,FALSE,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Forest Owlet,Athene blewitti,asia,brown,"Choose any 2 [die]. Roll them up to 3 times. Each time, if you roll at least 1 [invertebrate] or [rodent], cache 1 here. If not, stop and return all food cached here this turn.","In 1997, a team saw this species in India -- 113 years after the last reported sighting.",TRUE,FALSE,FALSE,4,cavity,2,56,TRUE,FALSE,FALSE,1,0,0,0,1,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Forster's Tern,Sterna forsteri,core,brown,"Draw 1 [card]. If you do, discard 1 [card] from your hand at the end of your turn.","These birds nest on the ground, on rafts of floating vegetation, or on muskrat lodges.",FALSE,FALSE,FALSE,4,wild,2,79,FALSE,FALSE,TRUE,1,0,1,0,0,0,0,TRUE,FALSE,1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Franklin's Gull,Leucophaeus pipixcan,core,brown,Discard 1 [egg] to draw 2 [card].,These gulls make floating nests of plant material on prairie marshes.,FALSE,FALSE,FALSE,3,wild,2,91,FALSE,TRUE,TRUE,0,0,1,0,0,0,1,FALSE,FALSE,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Galah,Eolophus roseicapilla,oceania,brown,"Choose 1 other player. They reset the birdfeeder and gain a [seed], if there is one. You tuck 2 [card] from the deck behind this bird.","A noisy idiot might be called a galah after these gregarious, playful birds.",FALSE,TRUE,FALSE,5,cavity,2,75,TRUE,TRUE,FALSE,0,3,0,0,0,0,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Goldcrest,Regulus regulus,european,brown,"Discard 1 [card] from your hand. If you do, play another bird in your [forest]. Pay its normal food and egg cost.",Legends said these tiny birds would hitch a ride in the tailfeathers of eagles or owls.,FALSE,FALSE,FALSE,1,bowl,6,15,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Golden Eagle,Aquila chrysaetos,core,brown,"Look at a [card] from the deck. If less than 100cm, tuck it behind this bird. If not, discard it.",Golden eagles mostly eat rabbit-sized prey but can go after livestock and birds.,TRUE,FALSE,FALSE,8,platform,1,201,FALSE,TRUE,TRUE,0,0,0,0,3,0,0,FALSE,FALSE,3,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Golden Pheasant,Chrysolophus pictus,asia,white,All players lay 2 [egg]. You lay 2 additional [egg].,The mythological phoenix is sometimes depicted as a golden pheasant.,FALSE,FALSE,FALSE,5,ground,4,70,TRUE,TRUE,FALSE,0,0,0,0,0,0,3,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Golden-Headed Cisticola,Cisticola exilis,oceania,white,Play another bird in your [grassland]. Pay its normal cost with a 1 [egg] discount.,The cisticola constructs well-camouflaged nests out of leaves and spider silk,FALSE,FALSE,FALSE,1,wild,3,15,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Gould's Finch,Erythrura gouldiae,oceania,yellow,"Play a bird. Pay its normal food and egg cost. If it has a ""when played"" or ""game end"" power, you may use it.","Also known as Gouldian finches, these birds are bred as pets but are rare in the wild.",FALSE,FALSE,FALSE,3,cavity,3,14,TRUE,TRUE,TRUE,0,1,0,0,0,0,0,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Graceful Prinia,Prinia gracilis,asia,brown,"Discard 1 [egg]. If you do, gain 1 [invertebrate] from the supply.","The prinia's nest is an oval pouch woven out of grass, with a side entrance near the top.",FALSE,FALSE,FALSE,5,wild,2,13,FALSE,TRUE,TRUE,2,0,0,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Grandala,Grandala coelicolor,asia,brown,"If you laid an [egg] on this bird this turn, tuck 1 [card] from the deck behind this bird.",This bird breeds above the tree line in the Himalayas.,FALSE,TRUE,FALSE,5,bowl,2,36,FALSE,TRUE,FALSE,1,0,0,1,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
Grasshopper Sparrow,Ammodramus savannarum,core,brown,Lay 1 [egg] on any bird.,The song of these sparrows is often mistaken for grasshoppers.,FALSE,FALSE,FALSE,2,ground,2,20,FALSE,TRUE,FALSE,1,1,0,0,0,0,0,TRUE,FALSE,1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Gray Catbird,Dumetella carolinensis,core,brown,Repeat a brown power on another bird in this habitat.,"Catbirds mimic other birds, and they also have a call that sounds like a cat meowing.",FALSE,FALSE,FALSE,5,bowl,3,28,TRUE,TRUE,TRUE,1,0,0,2,0,0,0,FALSE,FALSE,3,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Gray Wagtail,Motacilla cinerea,asia,teal,"If you used all 4 types of action this round, gain 2 [wild] from the supply.",Wagtails constantly move their tails up and down as they forage in the rocky areas in rivers.,FALSE,FALSE,FALSE,3,bowl,4,26,TRUE,TRUE,TRUE,2,0,0,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Great Blue Heron,Ardea herodias,core,white,Play an additional bird in your [wetland]. Pay its normal cost.,"Great blue herons form rookeries with egrets, cormorants, and other herons.",FALSE,FALSE,FALSE,5,platform,2,183,FALSE,FALSE,TRUE,1,0,1,0,0,0,0,FALSE,FALSE,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Great Cormorant,Phalacrocorax carbo,asia,brown,"You may move 1 [fish] from this bird to your supply. Then, roll any 2 [die]. If any are [fish], cache 1 [fish] on this bird from the supply.",People in China and Japan have used cormorants to fish for over 2000 years.,TRUE,FALSE,FALSE,6,platform,2,145,FALSE,FALSE,TRUE,0,0,2,0,0,0,0,FALSE,FALSE,2,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Great Crested Flycatcher,Myiarchus crinitus,core,brown,"Gain 1 [invertebrate] from the birdfeeder, if available.",These birds avoid competition by focusing on insects high up in trees.,FALSE,FALSE,FALSE,5,cavity,3,33,TRUE,FALSE,FALSE,1,0,0,1,0,0,0,FALSE,FALSE,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Great Crested Grebe,Podiceps cristatus,european,brown,"Draw 1 [card] for each empty card slot in this row. At the end of your turn, keep 1 and discard the rest.",Great crested grebe parents will choose their favorite chicks and rear them individually.,FALSE,FALSE,FALSE,3,wild,2,65,FALSE,FALSE,TRUE,0,0,2,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Great Egret,Ardea alba,core,white,Play an additional bird in your [wetland]. Pay its normal cost.,Smaller birds will sometimes follow after great egrets as they stir up prey.,FALSE,FALSE,FALSE,7,platform,3,130,FALSE,FALSE,TRUE,0,0,2,0,1,0,0,FALSE,FALSE,3,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Great Hornbill,Buceros bicornis,asia,brown,All players may tuck a [card] from their hand under a bird in their [forest] and/or cache 1 [fruit] from their supply on a bird in their [forest].,These birds gather at fruiting trees and can roost in flocks of up to 200 outside breeding season.,FALSE,TRUE,FALSE,9,cavity,2,160,TRUE,FALSE,FALSE,1,0,0,2,0,0,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Great Horned Owl,Bubo virginianus,core,brown,"Look at a [card] from the deck. If less than 100cm, tuck it behind this bird. If not, discard it.","These strong owls can kill large prey including skunks, cats, and dogs.",TRUE,FALSE,FALSE,8,platform,2,112,TRUE,FALSE,FALSE,0,0,0,0,3,0,0,FALSE,FALSE,3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Great Indian Bustard,Ardeotis nigriceps,asia,white,Score 1 of your bonus cards now by caching 1 [seed] from the supply on this bird for each point. Also score it normally at game end.,"Ths critically endangered bird can weigh as much as 18kg, making it the heaviest flying bird.",FALSE,FALSE,TRUE,6,ground,1,230,FALSE,TRUE,FALSE,0,2,0,0,0,0,1,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Great Spotted Woodpecker,Dendrocopos major,asia,brown,"Gain 1 [invertebrate] or [seed] from the birdfeeder, if there is one.","Woodpeckers can make up to 12,000 pecks a day, at around 20 pecks a second.",FALSE,FALSE,FALSE,6,cavity,3,41,TRUE,FALSE,FALSE,1,1,0,1,0,0,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
